xmin,ymin,xmax,ymax,Frame,Label,Preview URL
125,69,485,400,2213,Weapon,
61,346,1144,960,Bazooka_34,Weapon,
522,470,596,534,2575,Weapon,
204,531,1728,1438,Handgun_82,Weapon,
17,33,445,339,2205,Weapon,
282,98,367,131,298,Weapon,
316,462,593,629,Handgun_94,Weapon,
435,357,698,533,Handgun_94,Weapon,
514,251,800,404,Handgun_94,Weapon,
615,159,902,291,Handgun_94,Weapon,
700,65,1002,211,Handgun_94,Weapon,
125,46,246,314,2563,Weapon,
11,61,456,221,SMG_45,Weapon,
129,137,436,371,Handgun_80,Weapon,
540,127,761,339,Handgun_80,Weapon,
287,76,424,336,2577,Weapon,
68,249,1238,690,SMG_51,Weapon,
3,2,156,116,1718,Weapon,
60,6,474,500,2211,Weapon,
5,4,152,109,1730,Weapon,
12,30,35,90,2239,Weapon,
104,67,1015,680,SMG_79,Weapon,
856,63,1254,243,SMG_79,Weapon,
661,113,823,210,1056,Weapon,
785,317,1329,958,1042,Weapon,
88,0,1164,719,Sniper_88,Weapon,
15,11,391,618,1724,Weapon,
1,1,156,118,1917,Weapon,
147,167,4884,1300,Sniper_63,Weapon,
91,266,129,357,529,Weapon,
631,265,1749,655,SMG_92,Weapon,
154,794,431,910,SMG_92,Weapon,
68,22,361,236,Handgun_43,Weapon,
21,203,309,431,Handgun_43,Weapon,
216,258,505,479,Handgun_43,Weapon,
448,252,678,445,Handgun_43,Weapon,
300,41,547,267,Handgun_43,Weapon,
461,92,712,303,Handgun_43,Weapon,
28,17,880,789,Sniper_77,Weapon,
1,2,156,118,1903,Weapon,
11,43,478,341,267,Weapon,
12,102,487,293,501,Weapon,
73,103,496,359,1095,Weapon,
336,278,526,439,2588,Weapon,
315,163,388,226,1081,Weapon,
125,15,435,370,515,Weapon,
23,31,478,269,273,Weapon,
21,60,240,180,2761,Weapon,
46,18,1002,488,924,Weapon,
8,57,202,279,1268,Weapon,
112,27,403,194,2007,Weapon,
109,149,220,424,2013,Weapon,
191,140,344,258,930,Weapon,
45,40,268,152,2775,Weapon,
217,123,420,336,918,Weapon,
292,284,553,491,1254,Weapon,
152,65,216,126,2985,Weapon,
291,101,883,596,SMG_8,Weapon,
2,1,156,103,1532,Weapon,
4,4,154,106,1526,Weapon,
7,14,292,126,2749,Weapon,
3,21,23,39,2991,Weapon,
158,16,175,31,2991,Weapon,
4,4,158,114,1240,Weapon,
85,230,368,538,Shotgun_29,Weapon,
422,229,710,542,Shotgun_29,Weapon,
767,220,1059,543,Shotgun_29,Weapon,
19,191,594,503,2946,Weapon,
209,317,614,527,1297,Weapon,
66,27,424,199,703,Weapon,
95,68,446,332,717,Weapon,
3,237,469,549,1283,Weapon,
117,1,645,221,1283,Weapon,
115,44,235,91,2952,Weapon,
117,10,298,155,2615,Weapon,
235,146,258,166,688,Weapon,
1,25,31,64,10,Weapon,
19,31,1000,612,850,Weapon,
9,1,986,739,2173,Weapon,
78,15,648,257,2167,Weapon,
3,2,156,117,1308,Weapon,
2,47,162,119,844,Weapon,
112,107,400,326,2601,Weapon,
5,3,156,115,1320,Weapon,
125,28,525,291,2629,Weapon,
301,54,1090,448,1446,Weapon,
8,1,154,108,1452,Weapon,
1,1,157,118,1334,Weapon,
143,74,179,99,38,Weapon,
82,89,386,233,878,Weapon,
268,97,557,447,893,Weapon,
134,107,465,592,893,Weapon,
108,70,348,175,139,Weapon,
133,98,1127,851,887,Weapon,
34,57,188,157,2832,Weapon,
30,226,176,320,677,Weapon,
7,152,179,254,677,Weapon,
102,88,214,135,677,Weapon,
184,138,347,239,677,Weapon,
238,238,346,324,677,Weapon,
317,204,459,305,677,Weapon,
322,103,450,195,677,Weapon,
181,33,303,129,677,Weapon,
30,7,213,139,677,Weapon,
265,7,438,99,677,Weapon,
1,1,157,119,1485,Weapon,
626,197,710,243,111,Weapon,
34,13,734,409,2198,Weapon,
28,1,389,217,105,Weapon,
1398,314,2963,1326,1491,Weapon,
8,10,488,369,663,Weapon,
95,48,208,132,2826,Weapon,
11,20,116,87,2371,Weapon,
6,3,157,113,1678,Weapon,
212,142,1344,844,Grenade Launcher_65,Weapon,
271,54,413,254,2417,Weapon,
148,692,361,915,2403,Weapon,
244,504,2171,1563,Grenade Launcher_71,Weapon,
197,92,476,348,2365,Weapon,
5,3,156,112,1644,Weapon,
3,3,1197,885,Grenade Launcher_59,Weapon,
9,36,799,452,1122,Weapon,
399,186,638,733,1136,Weapon,
433,210,648,371,2359,Weapon,
3,3,156,117,1650,Weapon,
1,1,155,117,1888,Weapon,
1,1,158,120,1863,Weapon,
208,193,327,598,Knife_59,Weapon,
126,89,373,211,449,Weapon,
81,217,360,363,449,Weapon,
4,4,154,113,1877,Weapon,
6,42,544,194,Automatic Rifle_21,Weapon,
47,498,1455,789,Knife_65,Weapon,
317,152,361,219,313,Weapon,
2,1,157,117,1687,Weapon,
12,83,493,325,475,Weapon,
91,91,384,422,461,Weapon,
2,1,156,115,1693,Weapon,
58,17,482,323,307,Weapon,
16,9,1495,985,Knife_71,Weapon,
179,125,221,189,460,Weapon,
57,253,800,776,Knife_70,Weapon,
221,90,251,108,306,Weapon,
3,4,155,113,1692,Weapon,
3,3,158,118,1686,Weapon,
57,14,272,472,312,Weapon,
61,63,307,311,474,Weapon,
26,30,1260,444,Automatic Rifle_20,Weapon,
45,482,1252,923,Automatic Rifle_20,Weapon,
2,3,153,113,1876,Weapon,
1203,564,2109,1458,Knife_58,Weapon,
286,212,1220,1120,Knife_58,Weapon,
1975,52,2872,1050,Knife_58,Weapon,
27,71,1454,453,Automatic Rifle_34,Weapon,
4,3,156,120,1862,Weapon,
21,24,414,282,448,Weapon,
26,16,482,296,1137,Weapon,
7,7,154,113,1889,Weapon,
2,1,158,115,1651,Weapon,
160,99,321,193,2358,Weapon,
2,1,156,118,1645,Weapon,
14,127,197,275,1123,Weapon,
227,391,2937,1537,Grenade Launcher_58,Weapon,
78,130,1855,918,Grenade Launcher_70,Weapon,
181,62,449,331,2402,Weapon,
217,256,406,544,2364,Weapon,
117,690,402,879,2364,Weapon,
513,17,837,187,2364,Weapon,
398,710,740,917,2364,Weapon,
83,298,271,613,2364,Weapon,
1,512,206,748,2364,Weapon,
10,263,117,460,2364,Weapon,
502,298,740,537,2364,Weapon,
544,421,890,598,2364,Weapon,
556,848,787,1017,2364,Weapon,
829,17,1021,310,2364,Weapon,
171,52,498,233,2364,Weapon,
410,187,752,321,2364,Weapon,
363,594,713,725,2364,Weapon,
1,1,159,117,1679,Weapon,
360,385,574,551,2370,Weapon,
9,209,206,392,2416,Weapon,
115,78,1797,984,Grenade Launcher_64,Weapon,
3,1,155,116,1490,Weapon,
69,32,892,711,104,Weapon,
17,14,479,318,2199,Weapon,
96,26,254,130,2827,Weapon,
129,62,325,185,662,Weapon,
251,65,393,192,662,Weapon,
63,36,389,282,676,Weapon,
99,40,133,88,2833,Weapon,
1,42,295,242,110,Weapon,
2,2,156,119,1484,Weapon,
869,168,1099,396,138,Weapon,
105,122,1097,688,886,Weapon,
199,73,281,104,892,Weapon,
5,1,157,114,1453,Weapon,
176,1,863,462,879,Weapon,
108,115,168,160,39,Weapon,
38,67,56,104,1335,Weapon,
85,124,174,180,2628,Weapon,
2,1,159,108,1321,Weapon,
640,216,747,291,1447,Weapon,
177,280,377,449,2166,Weapon,
62,26,370,270,2166,Weapon,
15,5,792,594,2600,Weapon,
2,16,105,157,845,Weapon,
192,43,317,129,845,Weapon,
243,77,396,227,845,Weapon,
3,5,156,113,1309,Weapon,
63,78,457,297,851,Weapon,
98,43,212,116,11,Weapon,
209,232,220,247,689,Weapon,
30,4,954,870,2614,Weapon,
21,52,206,185,2172,Weapon,
71,43,217,97,2953,Weapon,
139,105,195,134,1282,Weapon,
49,40,473,328,716,Weapon,
73,342,271,632,702,Weapon,
26,17,232,154,1296,Weapon,
77,25,197,177,2947,Weapon,
0,199,356,264,Shotgun_14,Weapon,
2,1,348,196,Shotgun_14,Weapon,
381,198,657,1158,Sword_13,Weapon,
10,50,286,145,Shotgun_28,Weapon,
8,5,154,103,1527,Weapon,
962,1439,2256,2019,1241,Weapon,
930,393,1403,909,2990,Weapon,
6,12,291,192,2748,Weapon,
79,120,102,152,2984,Weapon,
159,411,264,507,1255,Weapon,
219,118,269,154,919,Weapon,
2,1,155,113,1533,Weapon,
160,286,574,604,2012,Weapon,
15,16,285,144,2774,Weapon,
47,15,400,275,931,Weapon,
104,101,528,304,1269,Weapon,
43,74,409,322,925,Weapon,
4,1,298,224,2760,Weapon,
35,61,108,142,2006,Weapon,
25,96,498,348,514,Weapon,
184,224,202,272,1080,Weapon,
76,560,136,655,2589,Weapon,
78,304,421,545,2589,Weapon,
59,25,489,254,272,Weapon,
1,53,494,354,266,Weapon,
69,3,576,1265,1094,Weapon,
272,120,365,160,500,Weapon,
245,159,394,216,500,Weapon,
103,167,206,204,500,Weapon,
186,68,239,99,500,Weapon,
101,55,210,107,500,Weapon,
253,68,314,101,500,Weapon,
0,24,719,339,SMG_93,Weapon,
10,91,500,254,528,Weapon,
113,175,1199,600,1902,Weapon,
401,323,1024,501,Sniper_76,Weapon,
12,133,1271,654,Sniper_62,Weapon,
10,3,154,115,1916,Weapon,
62,138,616,387,SMG_87,Weapon,
218,150,775,527,1043,Weapon,
5,1,155,115,1725,Weapon,
55,46,107,80,2238,Weapon,
4,1,158,119,1731,Weapon,
0,140,28,169,1057,Weapon,
29,38,1131,616,SMG_78,Weapon,
1156,30,1471,621,SMG_78,Weapon,
14,36,535,197,SMG_50,Weapon,
130,97,163,141,2576,Weapon,
29,426,268,645,2210,Weapon,
2,1,157,117,1719,Weapon,
133,241,172,333,299,Weapon,
179,120,316,252,2204,Weapon,
31,8,694,376,SMG_44,Weapon,
570,365,5145,3590,2562,Weapon,
7,1,153,112,1756,Weapon,
3,3,383,203,1030,Weapon,
15,70,277,306,2539,Weapon,
441,271,690,354,1024,Weapon,
4,3,157,116,1742,Weapon,
27,10,439,294,2263,Weapon,
266,228,1206,525,SMG_23,Weapon,
62,22,181,211,2505,Weapon,
317,132,453,197,598,Weapon,
75,87,758,696,1018,Weapon,
100,49,553,223,SMG_37,Weapon,
541,213,714,389,2511,Weapon,
325,49,456,206,2277,Weapon,
7,345,795,541,Bazooka_50,Weapon,
88,177,104,207,201,Weapon,
291,122,333,216,201,Weapon,
3,1,155,116,1795,Weapon,
255,45,1598,767,Sniper_39,Weapon,
184,47,350,177,567,Weapon,
226,132,267,174,573,Weapon,
195,101,353,204,2288,Weapon,
2,1,154,116,1781,Weapon,
13,13,369,390,215,Weapon,
1,1,158,118,1959,Weapon,
252,251,856,382,Bazooka_87,Weapon,
3,3,155,115,1971,Weapon,
120,134,434,360,Handgun_25,Weapon,
486,125,742,342,Handgun_25,Weapon,
196,239,282,415,229,Weapon,
289,217,406,432,229,Weapon,
426,184,527,405,229,Weapon,
197,57,359,188,229,Weapon,
319,50,525,231,229,Weapon,
4,3,154,117,1965,Weapon,
2,4,394,294,1232,Weapon,
3,3,154,113,1554,Weapon,
18,20,516,397,Handgun_3,Weapon,
124,171,250,253,2049,Weapon,
3,1,159,116,1540,Weapon,
52,21,372,320,1226,Weapon,
68,47,304,268,942,Weapon,
299,67,371,114,2707,Weapon,
123,17,248,232,2061,Weapon,
2,1,157,120,1568,Weapon,
21,155,155,405,2075,Weapon,
5,87,1195,664,Shotgun_98,Weapon,
358,111,385,131,2713,Weapon,
1144,874,1300,1254,956,Weapon,
69,13,497,376,765,Weapon,
43,0,213,210,765,Weapon,
75,50,245,149,2920,Weapon,
20,483,1461,852,Knife_3,Weapon,
6,3,155,117,1597,Weapon,
2,3,156,116,1583,Weapon,
5,7,57,254,Sword_48,Weapon,
65,8,105,252,Sword_48,Weapon,
111,9,151,254,Sword_48,Weapon,
161,6,200,253,Sword_48,Weapon,
213,8,248,253,Sword_48,Weapon,
259,9,301,249,Sword_48,Weapon,
307,8,353,252,Sword_48,Weapon,
359,8,397,253,Sword_48,Weapon,
404,8,455,253,Sword_48,Weapon,
8,3,202,137,2934,Weapon,
127,149,292,235,771,Weapon,
112,216,1054,913,Sword_60,Weapon,
240,220,265,243,759,Weapon,
231,128,278,146,759,Weapon,
285,33,1097,701,981,Weapon,
354,224,1766,1225,995,Weapon,
117,23,232,466,Sword_74,Weapon,
109,75,141,134,2908,Weapon,
144,40,178,70,2897,Weapon,
3,5,156,116,1346,Weapon,
5,1,155,115,1420,Weapon,
160,5,368,193,2129,Weapon,
1,1,157,117,1434,Weapon,
2,1,157,117,1352,Weapon,
86,73,106,91,2883,Weapon,
126,172,347,407,76,Weapon,
19,12,1105,727,836,Weapon,
25,937,419,1249,2673,Weapon,
492,952,865,1255,2673,Weapon,
10,640,431,909,2673,Weapon,
468,639,877,927,2673,Weapon,
7,327,407,597,2673,Weapon,
492,334,843,603,2673,Weapon,
25,3,368,258,2673,Weapon,
483,21,850,279,2673,Weapon,
6,315,186,655,2115,Weapon,
20,78,146,163,188,Weapon,
84,31,221,111,188,Weapon,
11,5,153,114,1408,Weapon,
151,51,278,122,2101,Weapon,
71,206,259,339,2667,Weapon,
84,25,470,360,62,Weapon,
53,63,462,312,822,Weapon,
13,97,85,152,89,Weapon,
1,3,158,104,1385,Weapon,
39,220,112,246,611,Weapon,
190,222,266,254,611,Weapon,
389,217,463,246,611,Weapon,
33,33,106,166,2854,Weapon,
553,103,1078,1000,177,Weapon,
188,165,238,228,163,Weapon,
440,108,491,163,163,Weapon,
32,12,197,140,2698,Weapon,
218,16,416,143,2698,Weapon,
46,42,151,118,2840,Weapon,
160,45,263,114,2840,Weapon,
54,142,354,288,605,Weapon,
203,52,444,215,605,Weapon,
166,25,376,293,1391,Weapon,
65,27,102,97,2868,Weapon,
28,56,315,261,639,Weapon,
241,120,412,261,639,Weapon,
2,1,157,115,1622,Weapon,
408,219,442,248,1144,Weapon,
337,170,354,194,1144,Weapon,
167,69,211,108,2459,Weapon,
221,307,260,383,1150,Weapon,
2,1,157,116,1636,Weapon,
25,16,1065,589,2317,Weapon,
207,40,286,105,2471,Weapon,
70,146,196,369,1178,Weapon,
138,18,1071,692,Grenade Launcher_17,Weapon,
63,348,1134,909,Bazooka_100,Weapon,
8,7,241,92,2465,Weapon,
410,34,522,398,2303,Weapon,
2,5,155,115,1839,Weapon,
184,41,483,358,375,Weapon,
74,51,99,77,413,Weapon,
347,70,434,227,1187,Weapon,
275,74,414,187,1193,Weapon,
64,168,481,345,407,Weapon,
40,52,990,526,361,Weapon,
8,4,157,117,1805,Weapon,
68,110,895,541,Automatic Rifle_53,Weapon,
51,12,503,392,349,Weapon,
5,6,146,114,1811,Weapon,
302,154,619,343,Automatic Rifle_47,Weapon,
15,78,421,299,Automatic Rifle_47,Weapon,
27,82,742,310,Automatic Rifle_46,Weapon,
848,78,1575,319,Automatic Rifle_46,Weapon,
24,349,745,564,Automatic Rifle_46,Weapon,
35,596,743,820,Automatic Rifle_46,Weapon,
859,337,1561,552,Automatic Rifle_46,Weapon,
850,566,1569,799,Automatic Rifle_46,Weapon,
1,1,155,115,1810,Weapon,
81,73,972,549,348,Weapon,
23,177,936,546,Automatic Rifle_52,Weapon,
3,1,156,118,1804,Weapon,
5,301,259,427,406,Weapon,
311,298,437,559,1192,Weapon,
88,55,946,891,360,Weapon,
279,38,852,135,Knife_16,Weapon,
341,139,876,207,Knife_16,Weapon,
271,215,954,278,Knife_16,Weapon,
183,284,966,370,Knife_16,Weapon,
95,381,1065,470,Knife_16,Weapon,
78,478,1073,557,Knife_16,Weapon,
53,566,1144,653,Knife_16,Weapon,
59,657,1162,805,Knife_16,Weapon,
99,772,1015,1043,Knife_16,Weapon,
1,5,1001,463,374,Weapon,
2,3,157,119,1838,Weapon,
62,191,225,292,1186,Weapon,
247,122,308,163,412,Weapon,
25,19,256,181,2464,Weapon,
2,11,787,255,Grenade Launcher_16,Weapon,
11,260,800,500,Grenade Launcher_16,Weapon,
23,36,864,346,Automatic Rifle_85,Weapon,
180,110,293,234,2302,Weapon,
73,35,233,228,2316,Weapon,
78,16,386,201,1179,Weapon,
2,1,268,114,2470,Weapon,
76,5,162,238,1151,Weapon,
758,253,1164,610,2458,Weapon,
11,3,150,109,1637,Weapon,
1,0,159,110,1623,Weapon,
197,162,235,187,1145,Weapon,
13,26,482,296,638,Weapon,
54,46,145,188,2869,Weapon,
456,132,546,216,162,Weapon,
4,1,157,120,1390,Weapon,
14,11,335,252,604,Weapon,
83,91,183,124,2841,Weapon,
3,58,206,116,2699,Weapon,
284,1,338,147,2699,Weapon,
50,31,102,72,2855,Weapon,
139,43,166,69,2855,Weapon,
75,140,136,182,2855,Weapon,
100,278,149,382,610,Weapon,
4,1,158,105,1384,Weapon,
763,263,926,640,88,Weapon,
1026,542,1348,1285,176,Weapon,
94,411,441,1514,176,Weapon,
177,293,912,753,2100,Weapon,
7,5,157,115,1409,Weapon,
32,47,474,323,823,Weapon,
65,70,737,502,63,Weapon,
248,25,405,360,2666,Weapon,
1,233,27,263,2672,Weapon,
36,234,77,265,2672,Weapon,
81,235,123,266,2672,Weapon,
117,243,172,274,2672,Weapon,
26,205,52,222,2672,Weapon,
64,203,99,229,2672,Weapon,
103,205,133,233,2672,Weapon,
141,206,177,233,2672,Weapon,
184,247,225,277,2672,Weapon,
202,205,275,245,2672,Weapon,
234,252,275,274,2672,Weapon,
413,254,449,292,2672,Weapon,
412,215,445,244,2672,Weapon,
60,113,309,262,837,Weapon,
29,172,162,236,77,Weapon,
202,167,327,242,77,Weapon,
373,169,498,242,77,Weapon,
195,232,210,255,189,Weapon,
97,77,652,887,2114,Weapon,
1001,549,1453,1147,1435,Weapon,
33,30,184,109,2882,Weapon,
3,4,159,115,1353,Weapon,
638,594,994,1033,1347,Weapon,
105,40,131,57,2896,Weapon,
436,74,866,585,2128,Weapon,
1,4,157,118,1421,Weapon,
64,34,214,137,2909,Weapon,
210,117,3023,4444,Sword_75,Weapon,
153,205,492,375,994,Weapon,
184,152,599,406,980,Weapon,
40,95,448,318,758,Weapon,
9,1,428,200,758,Weapon,
6,3,353,231,Shotgun_66,Weapon,
17,4,145,112,1582,Weapon,
211,158,261,211,770,Weapon,
198,259,234,362,2935,Weapon,
56,117,153,154,2921,Weapon,
290,167,323,199,764,Weapon,
8,6,154,116,1596,Weapon,
26,81,759,227,Shotgun_72,Weapon,
39,47,516,321,2074,Weapon,
149,39,662,470,957,Weapon,
337,209,391,259,2712,Weapon,
167,102,304,211,2706,Weapon,
46,129,61,151,943,Weapon,
29,231,46,258,943,Weapon,
279,142,320,180,1569,Weapon,
290,101,787,386,2060,Weapon,
43,213,490,489,2060,Weapon,
2,1,157,102,1541,Weapon,
76,9,510,188,2048,Weapon,
8,8,686,443,1227,Weapon,
3,2,397,297,1233,Weapon,
1,1,154,116,1555,Weapon,
399,163,522,245,Handgun_24,Weapon,
13,164,871,805,Sniper_10,Weapon,
2,2,157,115,1964,Weapon,
177,134,208,168,228,Weapon,
2,3,157,117,1970,Weapon,
170,218,1386,967,Handgun_30,Weapon,
24,77,79,123,Handgun_18,Weapon,
92,81,159,121,Handgun_18,Weapon,
171,81,230,121,Handgun_18,Weapon,
17,144,82,183,Handgun_18,Weapon,
100,142,154,183,Handgun_18,Weapon,
172,143,228,183,Handgun_18,Weapon,
97,18,155,61,Handgun_18,Weapon,
166,17,233,57,Handgun_18,Weapon,
17,17,84,61,Handgun_18,Weapon,
175,168,193,203,572,Weapon,
4,2,155,119,1958,Weapon,
4,29,300,245,214,Weapon,
63,143,168,179,1780,Weapon,
236,130,317,192,1780,Weapon,
501,139,539,286,1780,Weapon,
68,3,430,427,2289,Weapon,
121,36,562,223,Sniper_38,Weapon,
10,4,156,113,1794,Weapon,
162,60,225,146,200,Weapon,
12,20,486,246,566,Weapon,
215,58,276,180,2510,Weapon,
647,350,1579,765,SMG_36,Weapon,
38,23,189,133,1019,Weapon,
3,152,660,488,Bazooka_51,Weapon,
61,33,81,54,2276,Weapon,
42,79,414,226,2262,Weapon,
328,1419,2980,2157,Bazooka_45,Weapon,
148,26,499,372,599,Weapon,
36,58,184,156,2504,Weapon,
5,22,186,151,1025,Weapon,
2,2,158,116,1743,Weapon,
53,42,116,121,1757,Weapon,
13,54,1276,704,Bazooka_79,Weapon,
10,59,98,123,2538,Weapon,
35,1,640,360,1031,Weapon,
469,124,625,366,1999,Weapon,
13,28,154,90,1741,Weapon,
120,38,184,88,2248,Weapon,
35,104,940,584,1027,Weapon,
61,33,269,164,1033,Weapon,
3,3,158,118,1755,Weapon,
762,307,1056,572,2274,Weapon,
85,41,426,181,Bazooka_53,Weapon,
270,169,465,351,2512,Weapon,
23,48,312,168,SMG_34,Weapon,
330,44,584,162,SMG_34,Weapon,
16,180,307,290,SMG_34,Weapon,
310,183,589,290,SMG_34,Weapon,
15,343,335,436,SMG_34,Weapon,
312,331,590,412,SMG_34,Weapon,
21,469,276,589,SMG_34,Weapon,
294,466,593,556,SMG_34,Weapon,
1,5,180,261,2506,Weapon,
126,332,1424,1113,SMG_20,Weapon,
5,3,155,115,1769,Weapon,
130,206,160,267,2260,Weapon,
1,1,156,116,1782,Weapon,
8,37,65,115,216,Weapon,
54,70,118,152,216,Weapon,
50,28,402,411,570,Weapon,
108,16,354,481,564,Weapon,
113,234,459,510,202,Weapon,
4,3,156,113,1796,Weapon,
3,1,156,117,1966,Weapon,
3,34,330,294,Handgun_26,Weapon,
207,94,620,387,Handgun_26,Weapon,
42,25,610,307,Grenade Launcher_3,Weapon,
203,1,268,94,558,Weapon,
283,499,780,628,Bazooka_84,Weapon,
96,96,459,306,Bazooka_84,Weapon,
4,5,157,116,1972,Weapon,
72,33,531,368,969,Weapon,
418,195,728,485,1225,Weapon,
25,178,1248,1220,Sword_88,Weapon,
3,1,155,116,1543,Weapon,
290,73,634,283,1557,Weapon,
50,55,286,195,2738,Weapon,
262,304,500,501,1231,Weapon,
396,367,1032,599,2710,Weapon,
332,188,401,289,955,Weapon,
1241,315,1917,1054,1219,Weapon,
312,140,444,251,2076,Weapon,
211,47,921,604,2062,Weapon,
1,33,640,389,941,Weapon,
1,5,465,274,799,Weapon,
71,287,605,872,2704,Weapon,
702,270,1245,938,2704,Weapon,
43,3,261,161,2937,Weapon,
32,35,461,288,772,Weapon,
161,256,360,406,1580,Weapon,
300,368,756,855,2089,Weapon,
22,13,342,99,Shotgun_70,Weapon,
29,101,378,180,Shotgun_70,Weapon,
27,193,425,273,Shotgun_70,Weapon,
24,282,397,385,Shotgun_70,Weapon,
25,387,406,523,Shotgun_70,Weapon,
1,1,158,117,1594,Weapon,
134,81,291,161,766,Weapon,
119,17,179,74,2923,Weapon,
202,252,769,638,996,Weapon,
324,159,2978,3371,Shotgun_58,Weapon,
44,114,488,739,Sword_63,Weapon,
776,985,902,1374,982,Weapon,
4,4,156,117,1351,Weapon,
53,12,196,106,2880,Weapon,
97,151,229,354,2658,Weapon,
12,40,154,183,2658,Weapon,
252,150,341,317,2658,Weapon,
347,124,450,343,2658,Weapon,
455,152,525,300,2658,Weapon,
178,25,302,154,2658,Weapon,
289,11,396,127,2658,Weapon,
381,18,471,126,2658,Weapon,
7,3,155,115,1437,Weapon,
5,1,155,117,1423,Weapon,
195,41,216,58,2894,Weapon,
101,24,238,120,49,Weapon,
2,1,157,116,1345,Weapon,
76,22,419,303,809,Weapon,
54,202,425,290,809,Weapon,
630,230,923,505,2664,Weapon,
1302,750,3296,2090,61,Weapon,
35,26,485,235,821,Weapon,
211,188,626,493,2102,Weapon,
662,208,1107,468,2102,Weapon,
23,5,52,70,2116,Weapon,
57,126,173,330,75,Weapon,
2,1,157,112,1379,Weapon,
273,105,355,171,835,Weapon,
80,136,640,481,2670,Weapon,
32,23,228,113,2843,Weapon,
126,7,162,114,606,Weapon,
1,2,158,120,1392,Weapon,
487,511,696,717,160,Weapon,
359,337,422,375,174,Weapon,
131,111,178,163,174,Weapon,
2,5,155,110,1386,Weapon,
306,123,360,151,612,Weapon,
839,78,1052,515,2857,Weapon,
40,456,292,633,148,Weapon,
159,220,275,287,1635,Weapon,
44,204,1834,747,Grenade Launcher_28,Weapon,
51,99,197,282,1153,Weapon,
320,60,341,153,1153,Weapon,
31,14,582,330,1147,Weapon,
1,41,428,298,2328,Weapon,
1,3,159,116,1621,Weapon,
180,154,238,228,2300,Weapon,
3,3,158,116,1609,Weapon,
36,29,229,171,2466,Weapon,
30,41,217,163,2472,Weapon,
48,74,1422,456,Automatic Rifle_93,Weapon,
28,63,98,206,389,Weapon,
80,73,133,186,2314,Weapon,
740,805,5040,3099,Knife_14,Weapon,
52,32,1264,459,Automatic Rifle_78,Weapon,
33,492,1260,916,Automatic Rifle_78,Weapon,
72,77,912,704,362,Weapon,
136,44,605,243,1190,Weapon,
280,83,429,271,404,Weapon,
73,84,317,200,404,Weapon,
1,40,238,177,2499,Weapon,
275,42,406,198,410,Weapon,
140,143,202,197,1184,Weapon,
322,150,362,189,1184,Weapon,
71,68,1021,617,376,Weapon,
4,3,157,118,1812,Weapon,
26,317,934,1012,Automatic Rifle_44,Weapon,
934,340,1148,484,Automatic Rifle_44,Weapon,
1,290,800,422,Knife_28,Weapon,
205,430,800,506,Knife_28,Weapon,
2,256,1682,2446,438,Weapon,
1606,110,3044,2039,438,Weapon,
1,1,156,114,1806,Weapon,
93,63,385,159,Automatic Rifle_51,Weapon,
417,17,733,126,Automatic Rifle_51,Weapon,
31,296,327,392,Automatic Rifle_51,Weapon,
443,256,691,387,Automatic Rifle_51,Weapon,
7,1,151,113,1807,Weapon,
183,137,2516,1727,Automatic Rifle_45,Weapon,
34,157,95,326,1813,Weapon,
133,201,214,277,439,Weapon,
417,145,543,255,1185,Weapon,
333,71,441,166,411,Weapon,
179,133,867,543,377,Weapon,
30,28,544,446,363,Weapon,
6,40,545,193,Automatic Rifle_79,Weapon,
31,25,596,107,Knife_15,Weapon,
25,203,66,436,Knife_15,Weapon,
278,295,623,438,Knife_15,Weapon,
74,147,336,453,Knife_15,Weapon,
199,190,417,441,Knife_15,Weapon,
98,38,249,141,2498,Weapon,
216,53,381,205,405,Weapon,
3,15,621,258,1191,Weapon,
2,28,220,169,2473,Weapon,
76,8,388,234,2315,Weapon,
40,40,553,380,388,Weapon,
4,1,157,117,1608,Weapon,
141,227,182,330,2301,Weapon,
1,86,177,204,2467,Weapon,
38,1,240,83,2467,Weapon,
110,136,1857,932,Grenade Launcher_15,Weapon,
321,151,342,181,1146,Weapon,
453,144,466,157,1146,Weapon,
8,8,142,113,1620,Weapon,
605,258,709,604,2329,Weapon,
4,3,154,113,1634,Weapon,
25,121,88,153,1152,Weapon,
46,91,97,120,1152,Weapon,
72,77,116,114,1152,Weapon,
5,62,398,339,Grenade Launcher_29,Weapon,
104,26,567,685,149,Weapon,
31,292,82,328,175,Weapon,
48,67,105,105,2856,Weapon,
149,106,249,255,613,Weapon,
1,2,158,112,1387,Weapon,
7,1,157,113,1393,Weapon,
181,136,289,279,607,Weapon,
22,4,262,97,2842,Weapon,
38,56,344,269,161,Weapon,
32,33,59,72,2117,Weapon,
157,34,676,511,2671,Weapon,
100,90,375,393,834,Weapon,
2,3,157,115,1378,Weapon,
67,15,91,187,74,Weapon,
30,23,480,237,820,Weapon,
79,203,1000,562,60,Weapon,
190,82,361,217,2665,Weapon,
353,98,441,238,2103,Weapon,
6,3,157,116,1422,Weapon,
50,38,467,353,808,Weapon,
3,3,158,106,1344,Weapon,
139,44,239,99,48,Weapon,
89,19,138,224,2895,Weapon,
189,119,780,337,2659,Weapon,
149,48,175,74,2881,Weapon,
2,1,158,115,1350,Weapon,
1,1,152,116,1436,Weapon,
0,1,480,274,983,Weapon,
0,2,1341,1350,Sword_62,Weapon,
27,39,945,1193,Sword_76,Weapon,
