xmin,ymin,xmax,ymax,Frame,Label,Preview URL
2,1,155,117,1690.jpg,Weapon,
311,139,337,166,304.jpg,Weapon,
813,179,983,344,2399.jpg,Weapon,
27,561,1391,819,Knife_72.jpg,Weapon,
94,2,500,349,462.jpg,Weapon,
101,84,386,411,476.jpg,Weapon,
210,54,291,215,310.jpg,Weapon,
4,1,158,116,1684.jpg,Weapon,
171,194,815,649,Grenade Launcher_98.jpg,Weapon,
39,48,456,283,477.jpg,Weapon,
4,1,158,115,1685.jpg,Weapon,
22,43,284,175,311.jpg,Weapon,
7,574,1369,805,Knife_67.jpg,Weapon,
129,206,425,452,2398.jpg,Weapon,
320,144,1041,1439,Knife_73.jpg,Weapon,
244,133,286,154,305.jpg,Weapon,
240,168,513,368,1691.jpg,Weapon,
2,2,157,117,1849.jpg,Weapon,
43,24,362,343,463.jpg,Weapon,
7,17,1198,477,Automatic Rifle_37.jpg,Weapon,
3,1,158,115,1861.jpg,Weapon,
43,56,514,204,Automatic Rifle_23.jpg,Weapon,
29,63,425,359,339.jpg,Weapon,
4,6,152,114,1875.jpg,Weapon,
107,261,392,430,1120.jpg,Weapon,
219,261,337,533,2429.jpg,Weapon,
40,199,161,305,1646.jpg,Weapon,
2,4,158,118,1652.jpg,Weapon,
185,80,346,317,1134.jpg,Weapon,
64,298,315,607,2415.jpg,Weapon,
1,40,500,357,488.jpg,Weapon,
61,597,319,725,Grenade Launcher_67.jpg,Weapon,
71,785,393,924,Grenade Launcher_67.jpg,Weapon,
403,745,966,885,Grenade Launcher_67.jpg,Weapon,
366,522,933,708,Grenade Launcher_67.jpg,Weapon,
105,40,345,212,2373.jpg,Weapon,
474,166,921,458,2367.jpg,Weapon,
74,38,730,417,1108.jpg,Weapon,
134,23,1063,819,Grenade Launcher_73.jpg,Weapon,
178,169,306,415,2401.jpg,Weapon,
251,414,417,658,113.jpg,Weapon,
269,38,491,202,113.jpg,Weapon,
3,1,157,116,1487.jpg,Weapon,
379,156,463,220,675.jpg,Weapon,
32,28,171,149,2830.jpg,Weapon,
205,104,266,166,2824.jpg,Weapon,
277,98,348,167,2824.jpg,Weapon,
30,87,491,318,661.jpg,Weapon,
8,7,152,109,1493.jpg,Weapon,
9,336,538,691,107.jpg,Weapon,
11,118,465,282,649.jpg,Weapon,
150,1,342,70,649.jpg,Weapon,
375,7,499,80,649.jpg,Weapon,
41,1,980,552,891.jpg,Weapon,
6,2,364,251,885.jpg,Weapon,
484,296,839,446,2818.jpg,Weapon,
4,5,152,113,1444.jpg,Weapon,
4,1,154,114,1322.jpg,Weapon,
234,61,726,314,1336.jpg,Weapon,
59,27,549,288,2159.jpg,Weapon,
3,7,155,112,1450.jpg,Weapon,
77,24,213,171,2171.jpg,Weapon,
5,1,157,116,1478.jpg,Weapon,
14,8,331,259,852.jpg,Weapon,
18,26,67,83,12.jpg,Weapon,
228,68,417,479,2617.jpg,Weapon,
60,21,624,402,2603.jpg,Weapon,
335,2,939,704,846.jpg,Weapon,
221,69,274,96,2165.jpg,Weapon,
470,64,489,93,2165.jpg,Weapon,
32,2,976,636,Shotgun_17.jpg,Weapon,
146,121,374,306,701.jpg,Weapon,
1272,843,1494,1259,1295.jpg,Weapon,
22,52,1180,221,Sword_38.jpg,Weapon,
32,31,192,133,2944.jpg,Weapon,
11,14,291,155,2788.jpg,Weapon,
177,54,254,136,2950.jpg,Weapon,
99,64,918,882,1281.jpg,Weapon,
16,110,198,375,715.jpg,Weapon,
49,33,85,55,2978.jpg,Weapon,
35,20,453,313,729.jpg,Weapon,
121,617,2329,2147,Sword_10.jpg,Weapon,
4,1,157,111,1530.jpg,Weapon,
258,252,668,887,2039.jpg,Weapon,
74,63,86,73,2987.jpg,Weapon,
118,239,183,356,1256.jpg,Weapon,
288,273,329,394,1256.jpg,Weapon,
258,276,293,384,1256.jpg,Weapon,
79,51,502,324,1242.jpg,Weapon,
183,0,253,58,2993.jpg,Weapon,
228,232,2513,1505,1524.jpg,Weapon,
99,185,228,409,2005.jpg,Weapon,
27,23,92,48,926.jpg,Weapon,
5,8,290,173,2763.jpg,Weapon,
13,1,272,174,2777.jpg,Weapon,
151,183,207,232,932.jpg,Weapon,
401,186,433,235,932.jpg,Weapon,
80,506,125,557,932.jpg,Weapon,
391,515,422,593,932.jpg,Weapon,
76,838,111,904,932.jpg,Weapon,
17,18,141,107,1518.jpg,Weapon,
51,28,229,428,2011.jpg,Weapon,
1,56,898,671,1097.jpg,Weapon,
78,78,433,304,503.jpg,Weapon,
7,14,156,114,1929.jpg,Weapon,
26,60,485,331,265.jpg,Weapon,
427,175,798,471,Sniper_49.jpg,Weapon,
56,50,431,358,271.jpg,Weapon,
197,188,385,314,517.jpg,Weapon,
281,86,336,160,517.jpg,Weapon,
5,6,443,213,1083.jpg,Weapon,
36,0,505,427,SMG_84.jpg,Weapon,
624,16,1010,438,SMG_84.jpg,Weapon,
1158,9,1598,439,SMG_84.jpg,Weapon,
96,420,565,870,SMG_84.jpg,Weapon,
591,394,1114,900,SMG_84.jpg,Weapon,
1048,380,1550,881,SMG_84.jpg,Weapon,
225,716,1030,1708,Sniper_61.jpg,Weapon,
1053,1008,2397,1908,Sniper_61.jpg,Weapon,
1826,772,3322,1843,Sniper_61.jpg,Weapon,
2,1,157,115,1915.jpg,Weapon,
45,34,488,307,259.jpg,Weapon,
2,2,155,115,1901.jpg,Weapon,
39,14,526,384,Handgun_41.jpg,Weapon,
274,36,338,121,1054.jpg,Weapon,
4,1,157,117,1732.jpg,Weapon,
3,1,158,113,1726.jpg,Weapon,
36,16,174,536,Sword_8.jpg,Weapon,
234,12,508,529,Sword_8.jpg,Weapon,
231,40,554,419,2549.jpg,Weapon,
154,343,650,955,1040.jpg,Weapon,
202,34,389,439,2561.jpg,Weapon,
8,111,123,188,Handgun_96.jpg,Weapon,
139,119,254,194,Handgun_96.jpg,Weapon,
7,198,110,289,Handgun_96.jpg,Weapon,
115,210,205,301,Handgun_96.jpg,Weapon,
157,195,264,267,Handgun_96.jpg,Weapon,
346,152,374,188,1068.jpg,Weapon,
117,62,618,333,Bazooka_20.jpg,Weapon,
98,205,934,534,2207.jpg,Weapon,
125,69,485,400,2213.jpg,Weapon,
61,346,1144,960,Bazooka_34.jpg,Weapon,
522,470,596,534,2575.jpg,Weapon,
204,531,1728,1438,Handgun_82.jpg,Weapon,
17,33,445,339,2205.jpg,Weapon,
282,98,367,131,298.jpg,Weapon,
316,462,593,629,Handgun_94.jpg,Weapon,
435,357,698,533,Handgun_94.jpg,Weapon,
514,251,800,404,Handgun_94.jpg,Weapon,
615,159,902,291,Handgun_94.jpg,Weapon,
700,65,1002,211,Handgun_94.jpg,Weapon,
125,46,246,314,2563.jpg,Weapon,
11,61,456,221,SMG_45.jpg,Weapon,
129,137,436,371,Handgun_80.jpg,Weapon,
540,127,761,339,Handgun_80.jpg,Weapon,
287,76,424,336,2577.jpg,Weapon,
68,249,1238,690,SMG_51.jpg,Weapon,
3,2,156,116,1718.jpg,Weapon,
60,6,474,500,2211.jpg,Weapon,
5,4,152,109,1730.jpg,Weapon,
12,30,35,90,2239.jpg,Weapon,
104,67,1015,680,SMG_79.jpg,Weapon,
856,63,1254,243,SMG_79.jpg,Weapon,
661,113,823,210,1056.jpg,Weapon,
785,317,1329,958,1042.jpg,Weapon,
88,0,1164,719,Sniper_88.jpg,Weapon,
15,11,391,618,1724.jpg,Weapon,
1,1,156,118,1917.jpg,Weapon,
147,167,4884,1300,Sniper_63.jpg,Weapon,
91,266,129,357,529.jpg,Weapon,
631,265,1749,655,SMG_92.jpg,Weapon,
154,794,431,910,SMG_92.jpg,Weapon,
68,22,361,236,Handgun_43.jpg,Weapon,
21,203,309,431,Handgun_43.jpg,Weapon,
216,258,505,479,Handgun_43.jpg,Weapon,
448,252,678,445,Handgun_43.jpg,Weapon,
300,41,547,267,Handgun_43.jpg,Weapon,
461,92,712,303,Handgun_43.jpg,Weapon,
28,17,880,789,Sniper_77.jpg,Weapon,
1,2,156,118,1903.jpg,Weapon,
11,43,478,341,267.jpg,Weapon,
12,102,487,293,501.jpg,Weapon,
73,103,496,359,1095.jpg,Weapon,
336,278,526,439,2588.jpg,Weapon,
315,163,388,226,1081.jpg,Weapon,
125,15,435,370,515.jpg,Weapon,
23,31,478,269,273.jpg,Weapon,
21,60,240,180,2761.jpg,Weapon,
46,18,1002,488,924.jpg,Weapon,
8,57,202,279,1268.jpg,Weapon,
112,27,403,194,2007.jpg,Weapon,
109,149,220,424,2013.jpg,Weapon,
191,140,344,258,930.jpg,Weapon,
45,40,268,152,2775.jpg,Weapon,
217,123,420,336,918.jpg,Weapon,
292,284,553,491,1254.jpg,Weapon,
152,65,216,126,2985.jpg,Weapon,
291,101,883,596,SMG_8.jpg,Weapon,
2,1,156,103,1532.jpg,Weapon,
4,4,154,106,1526.jpg,Weapon,
7,14,292,126,2749.jpg,Weapon,
3,21,23,39,2991.jpg,Weapon,
158,16,175,31,2991.jpg,Weapon,
4,4,158,114,1240.jpg,Weapon,
85,230,368,538,Shotgun_29.jpg,Weapon,
422,229,710,542,Shotgun_29.jpg,Weapon,
767,220,1059,543,Shotgun_29.jpg,Weapon,
19,191,594,503,2946.jpg,Weapon,
209,317,614,527,1297.jpg,Weapon,
66,27,424,199,703.jpg,Weapon,
95,68,446,332,717.jpg,Weapon,
3,237,469,549,1283.jpg,Weapon,
117,1,645,221,1283.jpg,Weapon,
115,44,235,91,2952.jpg,Weapon,
117,10,298,155,2615.jpg,Weapon,
235,146,258,166,688.jpg,Weapon,
1,25,31,64,10.jpg,Weapon,
19,31,1000,612,850.jpg,Weapon,
9,1,986,739,2173.jpg,Weapon,
78,15,648,257,2167.jpg,Weapon,
3,2,156,117,1308.jpg,Weapon,
2,47,162,119,844.jpg,Weapon,
112,107,400,326,2601.jpg,Weapon,
5,3,156,115,1320.jpg,Weapon,
125,28,525,291,2629.jpg,Weapon,
301,54,1090,448,1446.jpg,Weapon,
8,1,154,108,1452.jpg,Weapon,
1,1,157,118,1334.jpg,Weapon,
143,74,179,99,38.jpg,Weapon,
82,89,386,233,878.jpg,Weapon,
268,97,557,447,893.jpg,Weapon,
134,107,465,592,893.jpg,Weapon,
108,70,348,175,139.jpg,Weapon,
133,98,1127,851,887.jpg,Weapon,
34,57,188,157,2832.jpg,Weapon,
30,226,176,320,677.jpg,Weapon,
7,152,179,254,677.jpg,Weapon,
102,88,214,135,677.jpg,Weapon,
184,138,347,239,677.jpg,Weapon,
238,238,346,324,677.jpg,Weapon,
317,204,459,305,677.jpg,Weapon,
322,103,450,195,677.jpg,Weapon,
181,33,303,129,677.jpg,Weapon,
30,7,213,139,677.jpg,Weapon,
265,7,438,99,677.jpg,Weapon,
1,1,157,119,1485.jpg,Weapon,
626,197,710,243,111.jpg,Weapon,
34,13,734,409,2198.jpg,Weapon,
28,1,389,217,105.jpg,Weapon,
1398,314,2963,1326,1491.jpg,Weapon,
8,10,488,369,663.jpg,Weapon,
95,48,208,132,2826.jpg,Weapon,
11,20,116,87,2371.jpg,Weapon,
6,3,157,113,1678.jpg,Weapon,
212,142,1344,844,Grenade Launcher_65.jpg,Weapon,
271,54,413,254,2417.jpg,Weapon,
148,692,361,915,2403.jpg,Weapon,
244,504,2171,1563,Grenade Launcher_71.jpg,Weapon,
197,92,476,348,2365.jpg,Weapon,
5,3,156,112,1644.jpg,Weapon,
3,3,1197,885,Grenade Launcher_59.jpg,Weapon,
9,36,799,452,1122.jpg,Weapon,
399,186,638,733,1136.jpg,Weapon,
433,210,648,371,2359.jpg,Weapon,
3,3,156,117,1650.jpg,Weapon,
1,1,155,117,1888.jpg,Weapon,
1,1,158,120,1863.jpg,Weapon,
208,193,327,598,Knife_59.jpg,Weapon,
126,89,373,211,449.jpg,Weapon,
81,217,360,363,449.jpg,Weapon,
4,4,154,113,1877.jpg,Weapon,
6,42,544,194,Automatic Rifle_21.jpg,Weapon,
47,498,1455,789,Knife_65.jpg,Weapon,
317,152,361,219,313.jpg,Weapon,
2,1,157,117,1687.jpg,Weapon,
12,83,493,325,475.jpg,Weapon,
91,91,384,422,461.jpg,Weapon,
2,1,156,115,1693.jpg,Weapon,
58,17,482,323,307.jpg,Weapon,
16,9,1495,985,Knife_71.jpg,Weapon,
179,125,221,189,460.jpg,Weapon,
57,253,800,776,Knife_70.jpg,Weapon,
221,90,251,108,306.jpg,Weapon,
3,4,155,113,1692.jpg,Weapon,
3,3,158,118,1686.jpg,Weapon,
57,14,272,472,312.jpg,Weapon,
61,63,307,311,474.jpg,Weapon,
26,30,1260,444,Automatic Rifle_20.jpg,Weapon,
45,482,1252,923,Automatic Rifle_20.jpg,Weapon,
2,3,153,113,1876.jpg,Weapon,
1203,564,2109,1458,Knife_58.jpg,Weapon,
286,212,1220,1120,Knife_58.jpg,Weapon,
1975,52,2872,1050,Knife_58.jpg,Weapon,
27,71,1454,453,Automatic Rifle_34.jpg,Weapon,
4,3,156,120,1862.jpg,Weapon,
21,24,414,282,448.jpg,Weapon,
26,16,482,296,1137.jpg,Weapon,
7,7,154,113,1889.jpg,Weapon,
2,1,158,115,1651.jpg,Weapon,
160,99,321,193,2358.jpg,Weapon,
2,1,156,118,1645.jpg,Weapon,
14,127,197,275,1123.jpg,Weapon,
227,391,2937,1537,Grenade Launcher_58.jpg,Weapon,
78,130,1855,918,Grenade Launcher_70.jpg,Weapon,
181,62,449,331,2402.jpg,Weapon,
217,256,406,544,2364.jpg,Weapon,
117,690,402,879,2364.jpg,Weapon,
513,17,837,187,2364.jpg,Weapon,
398,710,740,917,2364.jpg,Weapon,
83,298,271,613,2364.jpg,Weapon,
1,512,206,748,2364.jpg,Weapon,
10,263,117,460,2364.jpg,Weapon,
502,298,740,537,2364.jpg,Weapon,
544,421,890,598,2364.jpg,Weapon,
556,848,787,1017,2364.jpg,Weapon,
829,17,1021,310,2364.jpg,Weapon,
171,52,498,233,2364.jpg,Weapon,
410,187,752,321,2364.jpg,Weapon,
363,594,713,725,2364.jpg,Weapon,
1,1,159,117,1679.jpg,Weapon,
360,385,574,551,2370.jpg,Weapon,
9,209,206,392,2416.jpg,Weapon,
115,78,1797,984,Grenade Launcher_64.jpg,Weapon,
3,1,155,116,1490.jpg,Weapon,
69,32,892,711,104.jpg,Weapon,
17,14,479,318,2199.jpg,Weapon,
96,26,254,130,2827.jpg,Weapon,
129,62,325,185,662.jpg,Weapon,
251,65,393,192,662.jpg,Weapon,
63,36,389,282,676.jpg,Weapon,
99,40,133,88,2833.jpg,Weapon,
1,42,295,242,110.jpg,Weapon,
2,2,156,119,1484.jpg,Weapon,
869,168,1099,396,138.jpg,Weapon,
105,122,1097,688,886.jpg,Weapon,
199,73,281,104,892.jpg,Weapon,
5,1,157,114,1453.jpg,Weapon,
176,1,863,462,879.jpg,Weapon,
108,115,168,160,39.jpg,Weapon,
38,67,56,104,1335.jpg,Weapon,
85,124,174,180,2628.jpg,Weapon,
2,1,159,108,1321.jpg,Weapon,
640,216,747,291,1447.jpg,Weapon,
177,280,377,449,2166.jpg,Weapon,
62,26,370,270,2166.jpg,Weapon,
15,5,792,594,2600.jpg,Weapon,
2,16,105,157,845.jpg,Weapon,
192,43,317,129,845.jpg,Weapon,
243,77,396,227,845.jpg,Weapon,
3,5,156,113,1309.jpg,Weapon,
63,78,457,297,851.jpg,Weapon,
98,43,212,116,11.jpg,Weapon,
209,232,220,247,689.jpg,Weapon,
30,4,954,870,2614.jpg,Weapon,
21,52,206,185,2172.jpg,Weapon,
71,43,217,97,2953.jpg,Weapon,
139,105,195,134,1282.jpg,Weapon,
49,40,473,328,716.jpg,Weapon,
73,342,271,632,702.jpg,Weapon,
26,17,232,154,1296.jpg,Weapon,
77,25,197,177,2947.jpg,Weapon,
0,199,356,264,Shotgun_14.jpg,Weapon,
2,1,348,196,Shotgun_14.jpg,Weapon,
381,198,657,1158,Sword_13.jpg,Weapon,
10,50,286,145,Shotgun_28.jpg,Weapon,
8,5,154,103,1527.jpg,Weapon,
962,1439,2256,2019,1241.jpg,Weapon,
930,393,1403,909,2990.jpg,Weapon,
6,12,291,192,2748.jpg,Weapon,
79,120,102,152,2984.jpg,Weapon,
159,411,264,507,1255.jpg,Weapon,
219,118,269,154,919.jpg,Weapon,
2,1,155,113,1533.jpg,Weapon,
160,286,574,604,2012.jpg,Weapon,
15,16,285,144,2774.jpg,Weapon,
47,15,400,275,931.jpg,Weapon,
104,101,528,304,1269.jpg,Weapon,
43,74,409,322,925.jpg,Weapon,
4,1,298,224,2760.jpg,Weapon,
35,61,108,142,2006.jpg,Weapon,
25,96,498,348,514.jpg,Weapon,
184,224,202,272,1080.jpg,Weapon,
76,560,136,655,2589.jpg,Weapon,
78,304,421,545,2589.jpg,Weapon,
59,25,489,254,272.jpg,Weapon,
1,53,494,354,266.jpg,Weapon,
69,3,576,1265,1094.jpg,Weapon,
272,120,365,160,500.jpg,Weapon,
245,159,394,216,500.jpg,Weapon,
103,167,206,204,500.jpg,Weapon,
186,68,239,99,500.jpg,Weapon,
101,55,210,107,500.jpg,Weapon,
253,68,314,101,500.jpg,Weapon,
0,24,719,339,SMG_93.jpg,Weapon,
10,91,500,254,528.jpg,Weapon,
113,175,1199,600,1902.jpg,Weapon,
401,323,1024,501,Sniper_76.jpg,Weapon,
12,133,1271,654,Sniper_62.jpg,Weapon,
10,3,154,115,1916.jpg,Weapon,
62,138,616,387,SMG_87.jpg,Weapon,
218,150,775,527,1043.jpg,Weapon,
5,1,155,115,1725.jpg,Weapon,
55,46,107,80,2238.jpg,Weapon,
4,1,158,119,1731.jpg,Weapon,
0,140,28,169,1057.jpg,Weapon,
29,38,1131,616,SMG_78.jpg,Weapon,
1156,30,1471,621,SMG_78.jpg,Weapon,
14,36,535,197,SMG_50.jpg,Weapon,
130,97,163,141,2576.jpg,Weapon,
29,426,268,645,2210.jpg,Weapon,
2,1,157,117,1719.jpg,Weapon,
133,241,172,333,299.jpg,Weapon,
179,120,316,252,2204.jpg,Weapon,
31,8,694,376,SMG_44.jpg,Weapon,
570,365,5145,3590,2562.jpg,Weapon,
7,1,153,112,1756.jpg,Weapon,
3,3,383,203,1030.jpg,Weapon,
15,70,277,306,2539.jpg,Weapon,
441,271,690,354,1024.jpg,Weapon,
4,3,157,116,1742.jpg,Weapon,
27,10,439,294,2263.jpg,Weapon,
266,228,1206,525,SMG_23.jpg,Weapon,
62,22,181,211,2505.jpg,Weapon,
317,132,453,197,598.jpg,Weapon,
75,87,758,696,1018.jpg,Weapon,
100,49,553,223,SMG_37.jpg,Weapon,
541,213,714,389,2511.jpg,Weapon,
325,49,456,206,2277.jpg,Weapon,
7,345,795,541,Bazooka_50.jpg,Weapon,
88,177,104,207,201.jpg,Weapon,
291,122,333,216,201.jpg,Weapon,
3,1,155,116,1795.jpg,Weapon,
255,45,1598,767,Sniper_39.jpg,Weapon,
184,47,350,177,567.jpg,Weapon,
226,132,267,174,573.jpg,Weapon,
195,101,353,204,2288.jpg,Weapon,
2,1,154,116,1781.jpg,Weapon,
13,13,369,390,215.jpg,Weapon,
1,1,158,118,1959.jpg,Weapon,
252,251,856,382,Bazooka_87.jpg,Weapon,
3,3,155,115,1971.jpg,Weapon,
120,134,434,360,Handgun_25.jpg,Weapon,
486,125,742,342,Handgun_25.jpg,Weapon,
196,239,282,415,229.jpg,Weapon,
289,217,406,432,229.jpg,Weapon,
426,184,527,405,229.jpg,Weapon,
197,57,359,188,229.jpg,Weapon,
319,50,525,231,229.jpg,Weapon,
4,3,154,117,1965.jpg,Weapon,
2,4,394,294,1232.jpg,Weapon,
3,3,154,113,1554.jpg,Weapon,
18,20,516,397,Handgun_3.jpg,Weapon,
124,171,250,253,2049.jpg,Weapon,
3,1,159,116,1540.jpg,Weapon,
52,21,372,320,1226.jpg,Weapon,
68,47,304,268,942.jpg,Weapon,
299,67,371,114,2707.jpg,Weapon,
123,17,248,232,2061.jpg,Weapon,
2,1,157,120,1568.jpg,Weapon,
21,155,155,405,2075.jpg,Weapon,
5,87,1195,664,Shotgun_98.jpg,Weapon,
358,111,385,131,2713.jpg,Weapon,
1144,874,1300,1254,956.jpg,Weapon,
69,13,497,376,765.jpg,Weapon,
43,0,213,210,765.jpg,Weapon,
75,50,245,149,2920.jpg,Weapon,
20,483,1461,852,Knife_3.jpg,Weapon,
6,3,155,117,1597.jpg,Weapon,
2,3,156,116,1583.jpg,Weapon,
5,7,57,254,Sword_48.jpg,Weapon,
65,8,105,252,Sword_48.jpg,Weapon,
111,9,151,254,Sword_48.jpg,Weapon,
161,6,200,253,Sword_48.jpg,Weapon,
213,8,248,253,Sword_48.jpg,Weapon,
259,9,301,249,Sword_48.jpg,Weapon,
307,8,353,252,Sword_48.jpg,Weapon,
359,8,397,253,Sword_48.jpg,Weapon,
404,8,455,253,Sword_48.jpg,Weapon,
8,3,202,137,2934.jpg,Weapon,
127,149,292,235,771.jpg,Weapon,
112,216,1054,913,Sword_60.jpg,Weapon,
240,220,265,243,759.jpg,Weapon,
231,128,278,146,759.jpg,Weapon,
285,33,1097,701,981.jpg,Weapon,
354,224,1766,1225,995.jpg,Weapon,
117,23,232,466,Sword_74.jpg,Weapon,
109,75,141,134,2908.jpg,Weapon,
144,40,178,70,2897.jpg,Weapon,
3,5,156,116,1346.jpg,Weapon,
5,1,155,115,1420.jpg,Weapon,
160,5,368,193,2129.jpg,Weapon,
1,1,157,117,1434.jpg,Weapon,
2,1,157,117,1352.jpg,Weapon,
86,73,106,91,2883.jpg,Weapon,
126,172,347,407,76.jpg,Weapon,
19,12,1105,727,836.jpg,Weapon,
25,937,419,1249,2673.jpg,Weapon,
492,952,865,1255,2673.jpg,Weapon,
10,640,431,909,2673.jpg,Weapon,
468,639,877,927,2673.jpg,Weapon,
7,327,407,597,2673.jpg,Weapon,
492,334,843,603,2673.jpg,Weapon,
25,3,368,258,2673.jpg,Weapon,
483,21,850,279,2673.jpg,Weapon,
6,315,186,655,2115.jpg,Weapon,
20,78,146,163,188.jpg,Weapon,
84,31,221,111,188.jpg,Weapon,
11,5,153,114,1408.jpg,Weapon,
151,51,278,122,2101.jpg,Weapon,
71,206,259,339,2667.jpg,Weapon,
84,25,470,360,62.jpg,Weapon,
53,63,462,312,822.jpg,Weapon,
13,97,85,152,89.jpg,Weapon,
1,3,158,104,1385.jpg,Weapon,
39,220,112,246,611.jpg,Weapon,
190,222,266,254,611.jpg,Weapon,
389,217,463,246,611.jpg,Weapon,
33,33,106,166,2854.jpg,Weapon,
553,103,1078,1000,177.jpg,Weapon,
188,165,238,228,163.jpg,Weapon,
440,108,491,163,163.jpg,Weapon,
32,12,197,140,2698.jpg,Weapon,
218,16,416,143,2698.jpg,Weapon,
46,42,151,118,2840.jpg,Weapon,
160,45,263,114,2840.jpg,Weapon,
54,142,354,288,605.jpg,Weapon,
203,52,444,215,605.jpg,Weapon,
166,25,376,293,1391.jpg,Weapon,
65,27,102,97,2868.jpg,Weapon,
28,56,315,261,639.jpg,Weapon,
241,120,412,261,639.jpg,Weapon,
2,1,157,115,1622.jpg,Weapon,
408,219,442,248,1144.jpg,Weapon,
337,170,354,194,1144.jpg,Weapon,
167,69,211,108,2459.jpg,Weapon,
221,307,260,383,1150.jpg,Weapon,
2,1,157,116,1636.jpg,Weapon,
25,16,1065,589,2317.jpg,Weapon,
207,40,286,105,2471.jpg,Weapon,
70,146,196,369,1178.jpg,Weapon,
138,18,1071,692,Grenade Launcher_17.jpg,Weapon,
63,348,1134,909,Bazooka_100.jpg,Weapon,
8,7,241,92,2465.jpg,Weapon,
410,34,522,398,2303.jpg,Weapon,
2,5,155,115,1839.jpg,Weapon,
184,41,483,358,375.jpg,Weapon,
74,51,99,77,413.jpg,Weapon,
347,70,434,227,1187.jpg,Weapon,
275,74,414,187,1193.jpg,Weapon,
64,168,481,345,407.jpg,Weapon,
40,52,990,526,361.jpg,Weapon,
8,4,157,117,1805.jpg,Weapon,
68,110,895,541,Automatic Rifle_53.jpg,Weapon,
51,12,503,392,349.jpg,Weapon,
5,6,146,114,1811.jpg,Weapon,
302,154,619,343,Automatic Rifle_47.jpg,Weapon,
15,78,421,299,Automatic Rifle_47.jpg,Weapon,
27,82,742,310,Automatic Rifle_46.jpg,Weapon,
848,78,1575,319,Automatic Rifle_46.jpg,Weapon,
24,349,745,564,Automatic Rifle_46.jpg,Weapon,
35,596,743,820,Automatic Rifle_46.jpg,Weapon,
859,337,1561,552,Automatic Rifle_46.jpg,Weapon,
850,566,1569,799,Automatic Rifle_46.jpg,Weapon,
1,1,155,115,1810.jpg,Weapon,
81,73,972,549,348.jpg,Weapon,
23,177,936,546,Automatic Rifle_52.jpg,Weapon,
3,1,156,118,1804.jpg,Weapon,
5,301,259,427,406.jpg,Weapon,
311,298,437,559,1192.jpg,Weapon,
88,55,946,891,360.jpg,Weapon,
279,38,852,135,Knife_16.jpg,Weapon,
341,139,876,207,Knife_16.jpg,Weapon,
271,215,954,278,Knife_16.jpg,Weapon,
183,284,966,370,Knife_16.jpg,Weapon,
95,381,1065,470,Knife_16.jpg,Weapon,
78,478,1073,557,Knife_16.jpg,Weapon,
53,566,1144,653,Knife_16.jpg,Weapon,
59,657,1162,805,Knife_16.jpg,Weapon,
99,772,1015,1043,Knife_16.jpg,Weapon,
1,5,1001,463,374.jpg,Weapon,
2,3,157,119,1838.jpg,Weapon,
62,191,225,292,1186.jpg,Weapon,
247,122,308,163,412.jpg,Weapon,
25,19,256,181,2464.jpg,Weapon,
2,11,787,255,Grenade Launcher_16.jpg,Weapon,
11,260,800,500,Grenade Launcher_16.jpg,Weapon,
23,36,864,346,Automatic Rifle_85.jpg,Weapon,
180,110,293,234,2302.jpg,Weapon,
73,35,233,228,2316.jpg,Weapon,
78,16,386,201,1179.jpg,Weapon,
2,1,268,114,2470.jpg,Weapon,
76,5,162,238,1151.jpg,Weapon,
758,253,1164,610,2458.jpg,Weapon,
11,3,150,109,1637.jpg,Weapon,
1,0,159,110,1623.jpg,Weapon,
197,162,235,187,1145.jpg,Weapon,
13,26,482,296,638.jpg,Weapon,
54,46,145,188,2869.jpg,Weapon,
456,132,546,216,162.jpg,Weapon,
4,1,157,120,1390.jpg,Weapon,
14,11,335,252,604.jpg,Weapon,
83,91,183,124,2841.jpg,Weapon,
3,58,206,116,2699.jpg,Weapon,
284,1,338,147,2699.jpg,Weapon,
50,31,102,72,2855.jpg,Weapon,
139,43,166,69,2855.jpg,Weapon,
75,140,136,182,2855.jpg,Weapon,
100,278,149,382,610.jpg,Weapon,
4,1,158,105,1384.jpg,Weapon,
763,263,926,640,88.jpg,Weapon,
1026,542,1348,1285,176.jpg,Weapon,
94,411,441,1514,176.jpg,Weapon,
177,293,912,753,2100.jpg,Weapon,
7,5,157,115,1409.jpg,Weapon,
32,47,474,323,823.jpg,Weapon,
65,70,737,502,63.jpg,Weapon,
248,25,405,360,2666.jpg,Weapon,
1,233,27,263,2672.jpg,Weapon,
36,234,77,265,2672.jpg,Weapon,
81,235,123,266,2672.jpg,Weapon,
117,243,172,274,2672.jpg,Weapon,
26,205,52,222,2672.jpg,Weapon,
64,203,99,229,2672.jpg,Weapon,
103,205,133,233,2672.jpg,Weapon,
141,206,177,233,2672.jpg,Weapon,
184,247,225,277,2672.jpg,Weapon,
202,205,275,245,2672.jpg,Weapon,
234,252,275,274,2672.jpg,Weapon,
413,254,449,292,2672.jpg,Weapon,
412,215,445,244,2672.jpg,Weapon,
60,113,309,262,837.jpg,Weapon,
29,172,162,236,77.jpg,Weapon,
202,167,327,242,77.jpg,Weapon,
373,169,498,242,77.jpg,Weapon,
195,232,210,255,189.jpg,Weapon,
97,77,652,887,2114.jpg,Weapon,
1001,549,1453,1147,1435.jpg,Weapon,
33,30,184,109,2882.jpg,Weapon,
